DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	5p15.1	5	16233510	NR	NACAP6 - LINC02150	ENSG00000248403	ENSG00000248150		40801	139851	rs4702131-C	rs4702131	0	4702131	intergenic_variant	1	0.5612	1E-11	11.0	(EA)	0.0424	[0.03-0.055] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11p15.2	11	15431096	NR	INSC - AC104361.1	ENSG00000188487	ENSG00000253072		183888	50712	rs4757319-G	rs4757319	0	4757319	intergenic_variant	1	0.3857	3E-6	5.522878745280337	(EA)	0.0298	[0.017-0.042] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	17q21.31	17	45394123	NR	ARHGAP27, ARHGAP27, ARHGAP27			ENSG00000276836, ENSG00000276907, ENSG00000159314			rs4763-A	rs4763	0	4763	3_prime_UTR_variant	0	0.1745	2E-8	7.698970004336019	(EA)	0.0464	[0.03-0.063] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	20p11.23	20	19772894	NR	RIN2			ENSG00000132669			rs4814894-A	rs4814894	0	4814894	intron_variant	0	0.4507	7E-7	6.154901959985743	(EA)	0.0323	[0.02-0.045] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	22q13.1	22	38174306	NR	PLA2G6			ENSG00000184381			rs4820318-A	rs4820318	0	4820318	intron_variant	0	0.3753	1E-13	13.0	(EA)	0.0475	[0.035-0.06] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	22q13.2	22	42745087	NR	A4GALT - Y_RNA	ENSG00000128274	ENSG00000252891		23789	17773	rs4820477-C	rs4820477	0	4820477	intergenic_variant	1	0.4847	9E-7	6.045757490560675	(EA)	0.0307	[0.019-0.043] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	2q14.2	2	120481784	NR	LINC01101 - AC073257.2	ENSG00000280409	ENSG00000237614		15566	61121	rs4848599-C	rs4848599	0	4848599	intergenic_variant	1	0.8845	2E-20	19.69897000433602	(EA)	0.0933	[0.074-0.113] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	4q12	4	57013626	NR	POLR2B			ENSG00000047315			rs4865169-T	rs4865169	0	4865169	intron_variant	0	0.5239	7E-6	5.154901959985743	(EA)	0.0278	[0.016-0.04] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	18q21.33	18	63178058	NR	BCL2			ENSG00000171791			rs4940575-C	rs4940575	0	4940575	intron_variant	0	0.1666	4E-6	5.3979400086720375	(EA)	0.04	[0.023-0.057] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	5p12	5	45333758	NR	HCN1			ENSG00000164588			rs55821517-C	rs55821517	0	55821517	intron_variant	0	0.266	5E-19	18.30102999566398	(EA)	0.0639	[0.05-0.078] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p22.1	6	27104763	NR	VN1R11P - RNU2-62P	ENSG00000219770	ENSG00000222800		20616	5027	rs55834529-G	rs55834529	0	55834529	intergenic_variant	1	0.0874	3E-9	8.522878745280337	(EA)	0.071	[0.048-0.094] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11q13.2	11	66710394	NR	SPTBN2			ENSG00000173898			rs55908905-A	rs55908905	0	55908905	intron_variant	0	0.2681	8E-6	5.096910013008056	(EA)	0.032	[0.018-0.046] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	16q23.1	16	79190071	NR	WWOX			ENSG00000186153			rs55986698-A	rs55986698	0	55986698	intron_variant	0	0.183	4E-6	5.3979400086720375	(EA)	0.0421	[0.024-0.06] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	19p13.11	19	17283116	NR	ANKLE1			ENSG00000160117			rs56069439-A	rs56069439	0	56069439	non_coding_transcript_exon_variant	0	0.2968	9E-9	8.045757490560675	(EA)	0.0387	[0.026-0.052] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p22.1	6	27307055	NR	POM121L2			ENSG00000158553			rs56114371-T	rs56114371	0	56114371	intron_variant	0	0.0885	2E-9	8.698970004336019	(EA)	0.071	[0.048-0.094] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	3p24.1	3	27608457	NR	Y_RNA - AC098614.1	ENSG00000252891	ENSG00000223968		60599	15745	rs56138756-G	rs56138756	0	56138756	intergenic_variant	1	0.1527	7E-9	8.154901959985743	(EA)	0.0508	[0.034-0.068] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1q31.1	1	186763038	NR	PACERR - PLA2G4A	ENSG00000273129	ENSG00000116711		81592	65911	rs56160832-A	rs56160832	0	56160832	TF_binding_site_variant	1	0.1044	5E-6	5.301029995663981	(EA)	0.0463	[0.026-0.066] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	22q12.1	22	27799398	NR	MN1			ENSG00000169184			rs45589338-A	rs45589338	0	45589338	missense_variant	0	0.0352	2E-10	9.698970004336019	(EA)	0.1112	[0.077-0.145] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	9q31.1	9	104094512	NR	SMC2			ENSG00000136824			rs4742903-C	rs4742903	0	4742903	intron_variant	0	0.5563	2E-7	6.698970004336019	(EA)	0.0325	[0.02-0.045] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	15q21.2	15	50402109	NR	GABPB1-AS1 - AHCYP7	ENSG00000244879	ENSG00000259465		29907	15276	rs4774565-G	rs4774565	0	4774565	intergenic_variant	1	0.3462	2E-6	5.698970004336019	(EA)	0.0329	[0.019-0.046] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	22q12.2	22	29273659	NR	EWSR1			ENSG00000182944			rs4820803-C	rs4820803	0	4820803	intron_variant	0	0.1732	2E-6	5.698970004336019	(EA)	0.0394	[0.023-0.055] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11q23.1	11	111636465	NR	SIK2			ENSG00000170145			rs505372-C	rs505372	0	505372	intron_variant	0	0.7201	3E-6	5.522878745280337	(EA)	0.0322	[0.019-0.046] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10p15.1	10	5752689	NR	TASOR2			ENSG00000108021			rs55910451-G	rs55910451	0	55910451	intron_variant	0	0.218	4E-7	6.3979400086720375	(EA)	0.0377	[0.023-0.052] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	16q12.2	16	54107655	NR	FTO			ENSG00000140718			rs56077980-CT	rs56077980	0	56077980	intron_variant	0	0.3172	2E-7	6.698970004336019	(EA)	0.0346	[0.021-0.048] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1p32.3	1	51001425	NR	CDKN2C - MIR4421	ENSG00000123080	ENSG00000265538		26791	58412	rs56168262-C	rs56168262	0	56168262	intergenic_variant	1	0.4737	2E-8	7.698970004336019	(EA)	0.0372	[0.024-0.05] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10p12.2	10	22581150	NR	PIP4K2A			ENSG00000150867			rs56333866-T	rs56333866	0	56333866	intron_variant	0	0.9624	3E-8	7.522878745280337	(EA)	0.0928	[0.06-0.126] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q22.1	7	102824786	NR	FBXL13			ENSG00000161040			rs57237364-C	rs57237364	0	57237364	intron_variant	0	0.3408	5E-7	6.301029995663981	(EA)	0.0331	[0.02-0.046] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1q25.2	1	177930963	NR	SEC16B, CRYZL2P-SEC16B			ENSG00000120341, ENSG00000254154			rs575908-C	rs575908	0	575908	intron_variant	0	0.2891	3E-6	5.522878745280337	(EA)	0.032	[0.019-0.045] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
